[rosmaster.main][INFO] 2021-10-06 20:06:54,842: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-10-06 20:06:54,842: Starting ROS Master Node
[rosmaster.master][INFO] 2021-10-06 20:06:55,350: +PUB [/rosout] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,351: +SERVICE [/velodyne_nodelet_manager_laserscan/set_logger_level] /velodyne_nodelet_manager_laserscan http://aidan:33537/
[rosmaster.master][INFO] 2021-10-06 20:06:55,352: +SUB [/set_pose] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,352: +SUB [/clock] /joy_teleop/teleop_twist_joy http://aidan:42743/
[rosmaster.master][INFO] 2021-10-06 20:06:55,353: +SERVICE [/velodyne_nodelet_manager_driver/set_logger_level] /velodyne_nodelet_manager_driver http://aidan:33125/
[rosmaster.master][INFO] 2021-10-06 20:06:55,354: +CACHEDPARAM [/rosout_disable_topics_generation] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,355: +SERVICE [/laser_to_base/get_loggers] /laser_to_base http://aidan:37967/
[rosmaster.master][INFO] 2021-10-06 20:06:55,357: +SUB [/clock] /velodyne_nodelet_manager_cloud http://aidan:41459/
[rosmaster.master][INFO] 2021-10-06 20:06:55,359: +SUB [/e_stop] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,361: +SERVICE [/slam_toolbox/trog_slam_toolbox/get_loggers] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,361: +SERVICE [/set_pose] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,362: +SERVICE [/slam_toolbox/trog_slam_toolbox/set_logger_level] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,363: +SERVICE [/velodyne_nodelet_manager/load_nodelet] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,366: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,366: +SERVICE [/laser_to_base/set_logger_level] /laser_to_base http://aidan:37967/
[rosmaster.master][INFO] 2021-10-06 20:06:55,367: +CACHEDPARAM [/rosout_disable_topics_generation] by /velodyne_nodelet_manager_cloud
[rosmaster.master][INFO] 2021-10-06 20:06:55,368: +PUB [/trog_velocity_controller/cmd_vel] /joy_teleop/teleop_twist_joy http://aidan:42743/
[rosmaster.master][INFO] 2021-10-06 20:06:55,368: +PUB [/trog_velocity_controller/cmd_vel] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,369: +SERVICE [/robot_localization_ekf/enable] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,369: +SERVICE [/velodyne_nodelet_manager/unload_nodelet] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,370: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,371: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,372: +SERVICE [/velodyne_nodelet_manager/list] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,376: +SUB [/clock] /velodyne_nodelet_manager_laserscan http://aidan:33537/
[rosmaster.master][INFO] 2021-10-06 20:06:55,378: +SERVICE [/robot_localization_ekf/toggle] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,379: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,380: +PARAM [/velodyne_nodelet_manager_cloud] by /velodyne_nodelet_manager_cloud
[rosmaster.master][INFO] 2021-10-06 20:06:55,384: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2021-10-06 20:06:55,385: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,385: +CACHEDPARAM [/rosout_disable_topics_generation] by /velodyne_nodelet_manager_laserscan
[rosmaster.master][INFO] 2021-10-06 20:06:55,385: +PUB [/diagnostics] /twist_mux http://aidan:41197/
[rosmaster.master][INFO] 2021-10-06 20:06:55,395: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,397: +SUB [/clock] /velodyne_nodelet_manager_driver http://aidan:33125/
[rosmaster.master][INFO] 2021-10-06 20:06:55,398: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,399: +PARAM [/velodyne_nodelet_manager_laserscan] by /velodyne_nodelet_manager_laserscan
[rosmaster.master][INFO] 2021-10-06 20:06:55,401: +SUB [/clock] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,402: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,402: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,405: +SUB [/joy_teleop/joy] /joy_teleop/teleop_twist_joy http://aidan:42743/
[rosmaster.master][INFO] 2021-10-06 20:06:55,406: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,407: +SUB [/clock] /laser_to_base http://aidan:37967/
[rosmaster.master][INFO] 2021-10-06 20:06:55,409: +CACHEDPARAM [/twist_mux/diagnostic_period] by /twist_mux
[rosmaster.master][INFO] 2021-10-06 20:06:55,412: +CACHEDPARAM [/rosout_disable_topics_generation] by /velodyne_nodelet_manager_driver
[rosmaster.master][INFO] 2021-10-06 20:06:55,412: +CACHEDPARAM [/rosout_disable_topics_generation] by /slam_toolbox/trog_slam_toolbox
[rosmaster.master][INFO] 2021-10-06 20:06:55,412: +PUB [/tf] /laser_to_base http://aidan:37967/
[rosmaster.master][INFO] 2021-10-06 20:06:55,425: +PUB [/velodyne_points] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,426: +SERVICE [/velodyne_nodelet_manager_cloud/set_parameters] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,427: +PUB [/velodyne_nodelet_manager_cloud/parameter_descriptions] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,430: +PUB [/velodyne_nodelet_manager_cloud/parameter_updates] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,433: +PARAM [/velodyne_nodelet_manager_driver] by /velodyne_nodelet_manager_driver
[rosmaster.master][INFO] 2021-10-06 20:06:55,438: +PARAM [/velodyne_nodelet_manager_cloud/min_range] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,439: +SUB [/trog_velocity_controller/odom] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,440: +PARAM [/velodyne_nodelet_manager_cloud/max_range] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,441: +CACHEDPARAM [/rosout_disable_topics_generation] by /joy_teleop/teleop_twist_joy
[rosmaster.master][INFO] 2021-10-06 20:06:55,445: +PUB [/odom] /robot_localization_ekf http://aidan:39231/
[rosmaster.master][INFO] 2021-10-06 20:06:55,454: +PARAM [/velodyne_nodelet_manager_cloud/view_direction] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,455: +PARAM [/velodyne_nodelet_manager_cloud/view_width] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,456: +PARAM [/velodyne_nodelet_manager_cloud/min_range] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,457: +PARAM [/velodyne_nodelet_manager_cloud/max_range] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,458: +PARAM [/velodyne_nodelet_manager_cloud/view_direction] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,459: +PARAM [/velodyne_nodelet_manager_cloud/view_width] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,464: +SUB [/velodyne_packets] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,466: +PUB [/velodyne_nodelet_manager/bond] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,472: +SUB [/velodyne_nodelet_manager/bond] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,492: publisherUpdate[/tf] -> http://aidan:39231/ ['http://aidan:39231/', 'http://aidan:33995/', 'http://aidan:37967/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,493: publisherUpdate[/tf] -> http://aidan:39231/ ['http://aidan:39231/', 'http://aidan:33995/', 'http://aidan:37967/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,494: +PARAM [/slam_toolbox/trog_slam_toolbox/paused_new_measurements] by /slam_toolbox/trog_slam_toolbox
[rosmaster.master][INFO] 2021-10-06 20:06:55,494: +SERVICE [/velodyne_nodelet_manager_laserscan/set_parameters] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,495: +PUB [/velodyne_nodelet_manager_laserscan/parameter_descriptions] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,497: +PUB [/velodyne_nodelet_manager_laserscan/parameter_updates] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,499: +PARAM [/velodyne_nodelet_manager_laserscan/ring] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,500: +PARAM [/velodyne_nodelet_manager_laserscan/resolution] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,502: +SUB [/tf] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,502: +PUB [/scan] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,503: +PARAM [/velodyne_nodelet_manager_laserscan/ring] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,507: +SUB [/tf_static] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,510: +PUB [/tf] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,511: +PUB [/slam_toolbox/map] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,511: publisherUpdate[/tf] -> http://aidan:39231/ ['http://aidan:39231/', 'http://aidan:33995/', 'http://aidan:37967/', 'http://aidan:39061/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,512: +PUB [/map_metadata] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,512: +PARAM [/velodyne_nodelet_manager_laserscan/resolution] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,513: publisherUpdate[/tf] -> http://aidan:39231/ ['http://aidan:39231/', 'http://aidan:33995/', 'http://aidan:37967/', 'http://aidan:39061/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,514: +SERVICE [/slam_toolbox/trog_slam_toolbox/dynamic_map] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,514: publisherUpdate[/tf] -> http://aidan:39061/ ['http://aidan:39231/', 'http://aidan:33995/', 'http://aidan:37967/', 'http://aidan:39061/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,515: +SERVICE [/slam_toolbox/trog_slam_toolbox/pause_new_measurements] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,517: publisherUpdate[/tf] -> http://aidan:39061/ ['http://aidan:39231/', 'http://aidan:33995/', 'http://aidan:37967/', 'http://aidan:39061/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,518: +SERVICE [/slam_toolbox/trog_slam_toolbox/serialize_map] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,520: +SERVICE [/slam_toolbox/trog_slam_toolbox/deserialize_map] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,525: +SUB [/scan] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,526: +PUB [/rosout] /rviz http://aidan:44193/
[rosmaster.master][INFO] 2021-10-06 20:06:55,527: +PUB [/diagnostics] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,527: +SERVICE [/rviz/get_loggers] /rviz http://aidan:44193/
[rosmaster.master][INFO] 2021-10-06 20:06:55,528: +CACHEDPARAM [/velodyne_nodelet_manager/diagnostic_period] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,529: +SERVICE [/rviz/set_logger_level] /rviz http://aidan:44193/
[rosmaster.master][INFO] 2021-10-06 20:06:55,536: +SUB [/clock] /rviz http://aidan:44193/
[rosmaster.master][INFO] 2021-10-06 20:06:55,537: +CACHEDPARAM [/rosout_disable_topics_generation] by /rviz
[rosmaster.master][INFO] 2021-10-06 20:06:55,543: +SERVICE [/slam_toolbox/trog_slam_toolbox/save_map] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,549: +SUB [/slam_toolbox/map] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,550: +SERVICE [/velodyne_nodelet_manager_driver/set_parameters] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,550: +PARAM [/slam_toolbox/trog_slam_toolbox/paused_processing] by /slam_toolbox/trog_slam_toolbox
[rosmaster.master][INFO] 2021-10-06 20:06:55,551: +PUB [/velodyne_nodelet_manager_driver/parameter_descriptions] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,552: +PUB [/velodyne_nodelet_manager_driver/parameter_updates] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,555: +SERVICE [/slam_toolbox/trog_slam_toolbox/clear_changes] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,556: +PARAM [/velodyne_nodelet_manager_driver/time_offset] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,556: +SERVICE [/slam_toolbox/trog_slam_toolbox/manual_loop_closure] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,557: +PARAM [/velodyne_nodelet_manager_driver/time_offset] by /velodyne_nodelet_manager
[rosmaster.master][INFO] 2021-10-06 20:06:55,558: +PUB [/slam_toolbox/trog_slam_toolbox/karto_scan_visualization] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,559: +PUB [/slam_toolbox/slam_toolbox/update_full] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,561: +PUB [/slam_toolbox/slam_toolbox/update] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,561: +PUB [/velodyne_packets] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,566: +SUB [/slam_toolbox/slam_toolbox/feedback] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,567: +SERVICE [/slam_toolbox/trog_slam_toolbox/toggle_interactive_mode] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,568: +PARAM [/slam_toolbox/trog_slam_toolbox/interactive_mode] by /slam_toolbox/trog_slam_toolbox
[rosmaster.master][INFO] 2021-10-06 20:06:55,569: +PUB [/slam_toolbox/trog_slam_toolbox/karto_graph_visualization] /slam_toolbox/trog_slam_toolbox http://aidan:39061/
[rosmaster.master][INFO] 2021-10-06 20:06:55,593: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/', 'http://aidan:44193/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,595: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/', 'http://aidan:44193/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,595: publisherUpdate[/velodyne_packets] -> http://aidan:36699/ ['http://aidan:36699/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,597: publisherUpdate[/velodyne_packets] -> http://aidan:36699/ ['http://aidan:36699/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,609: +PUB [/velodyne_nodelet_manager/bond] /velodyne_nodelet_manager_driver http://aidan:33125/
[rosmaster.master][INFO] 2021-10-06 20:06:55,610: +PUB [/velodyne_nodelet_manager/bond] /velodyne_nodelet_manager_cloud http://aidan:41459/
[rosmaster.master][INFO] 2021-10-06 20:06:55,612: +PUB [/velodyne_nodelet_manager/bond] /velodyne_nodelet_manager_laserscan http://aidan:33537/
[rosmaster.master][INFO] 2021-10-06 20:06:55,618: publisherUpdate[/velodyne_nodelet_manager/bond] -> http://aidan:36699/ ['http://aidan:36699/', 'http://aidan:33125/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,619: +SUB [/velodyne_nodelet_manager/bond] /velodyne_nodelet_manager_driver http://aidan:33125/
[rosmaster.master][INFO] 2021-10-06 20:06:55,622: publisherUpdate[/velodyne_nodelet_manager/bond] -> http://aidan:36699/ ['http://aidan:36699/', 'http://aidan:33125/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,623: publisherUpdate[/velodyne_nodelet_manager/bond] -> http://aidan:36699/ ['http://aidan:36699/', 'http://aidan:33125/', 'http://aidan:41459/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,624: +SUB [/velodyne_nodelet_manager/bond] /velodyne_nodelet_manager_cloud http://aidan:41459/
[rosmaster.master][INFO] 2021-10-06 20:06:55,625: publisherUpdate[/velodyne_nodelet_manager/bond] -> http://aidan:36699/ ['http://aidan:36699/', 'http://aidan:33125/', 'http://aidan:41459/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,625: publisherUpdate[/velodyne_nodelet_manager/bond] -> http://aidan:36699/ ['http://aidan:36699/', 'http://aidan:33125/', 'http://aidan:41459/', 'http://aidan:33537/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,626: +SUB [/velodyne_nodelet_manager/bond] /velodyne_nodelet_manager_laserscan http://aidan:33537/
[rosmaster.master][INFO] 2021-10-06 20:06:55,627: publisherUpdate[/velodyne_nodelet_manager/bond] -> http://aidan:36699/ ['http://aidan:36699/', 'http://aidan:33125/', 'http://aidan:41459/', 'http://aidan:33537/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,668: +PUB [/rosout] /base_controller_spawner http://aidan:43351/
[rosmaster.master][INFO] 2021-10-06 20:06:55,674: +SUB [/clock] /base_controller_spawner http://aidan:43351/
[rosmaster.master][INFO] 2021-10-06 20:06:55,677: +SERVICE [/base_controller_spawner/get_loggers] /base_controller_spawner http://aidan:43351/
[rosmaster.master][INFO] 2021-10-06 20:06:55,678: +SERVICE [/base_controller_spawner/set_logger_level] /base_controller_spawner http://aidan:43351/
[rosmaster.master][INFO] 2021-10-06 20:06:55,680: +CACHEDPARAM [/rosout_disable_topics_generation] by /base_controller_spawner
[rosmaster.master][INFO] 2021-10-06 20:06:55,696: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/', 'http://aidan:44193/', 'http://aidan:43351/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,706: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/', 'http://aidan:44193/', 'http://aidan:43351/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,746: +SUB [/velodyne_points] /velodyne_nodelet_manager http://aidan:36699/
[rosmaster.master][INFO] 2021-10-06 20:06:55,789: +PUB [/rosout] /gazebo http://aidan:33371/
[rosmaster.master][INFO] 2021-10-06 20:06:55,790: +SERVICE [/gazebo/get_loggers] /gazebo http://aidan:33371/
[rosmaster.master][INFO] 2021-10-06 20:06:55,790: +SERVICE [/gazebo/set_logger_level] /gazebo http://aidan:33371/
[rosmaster.master][INFO] 2021-10-06 20:06:55,793: +PUB [/rosout] /gazebo_gui http://aidan:44215/
[rosmaster.master][INFO] 2021-10-06 20:06:55,794: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://aidan:44215/
[rosmaster.master][INFO] 2021-10-06 20:06:55,796: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://aidan:44215/
[rosmaster.master][INFO] 2021-10-06 20:06:55,798: +SUB [/clock] /gazebo http://aidan:33371/
[rosmaster.master][INFO] 2021-10-06 20:06:55,798: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/', 'http://aidan:44193/', 'http://aidan:43351/', 'http://aidan:33371/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,801: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/', 'http://aidan:44193/', 'http://aidan:43351/', 'http://aidan:33371/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,803: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/', 'http://aidan:44193/', 'http://aidan:43351/', 'http://aidan:33371/', 'http://aidan:44215/']
[rosmaster.master][INFO] 2021-10-06 20:06:55,805: +SUB [/clock] /gazebo_gui http://aidan:44215/
[rosmaster.master][INFO] 2021-10-06 20:06:55,807: publisherUpdate[/rosout] -> http://aidan:33311/ ['http://aidan:39231/', 'http://aidan:42939/', 'http://aidan:33995/', 'http://aidan:41197/', 'http://aidan:46057/', 'http://aidan:42743/', 'http://aidan:33125/', 'http://aidan:36699/', 'http://aidan:41459/', 'http://aidan:33537/', 'http://aidan:37967/', 'http://aidan:39061/', 'http://aidan:44193/', 'http://aidan:43351/', 'http://aidan:33371/', 'http://aidan:44215/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-10-06 20:06:55,807: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo
